##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
regulation of feeding behavior	Gene Ontology	GO:0060259	1	16	0.176220604715	0.371279937773	ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0060259
filopodium membrane	Gene Ontology	GO:0031527	1	16	0.176220604715	0.371279937773	ENSMUSG00000035863	http://amigo.geneontology.org/amigo/term/GO:0031527
ribosomal small subunit binding	Gene Ontology	GO:0043024	1	16	0.176220604715	0.371279937773	ENSMUSG00000020832	http://amigo.geneontology.org/amigo/term/GO:0043024
central nervous system myelination	Gene Ontology	GO:0022010	1	16	0.176220604715	0.371279937773	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0022010
bicarbonate transmembrane transporter activity	Gene Ontology	GO:0015106	1	16	0.176220604715	0.371279937773	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0015106
locomotory exploration behavior	Gene Ontology	GO:0035641	1	16	0.176220604715	0.371279937773	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0035641
CCR4-NOT complex	Gene Ontology	GO:0030014	1	16	0.176220604715	0.371279937773	ENSMUSG00000038784	http://amigo.geneontology.org/amigo/term/GO:0030014
monocarboxylic acid transmembrane transporter activity	Gene Ontology	GO:0008028	1	16	0.176220604715	0.371279937773	ENSMUSG00000044367	http://amigo.geneontology.org/amigo/term/GO:0008028
water transport	Gene Ontology	GO:0006833	1	16	0.176220604715	0.371279937773	ENSMUSG00000032204	http://amigo.geneontology.org/amigo/term/GO:0006833
negative regulation of innate immune response	Gene Ontology	GO:0045824	1	16	0.176220604715	0.371279937773	ENSMUSG00000032109	http://amigo.geneontology.org/amigo/term/GO:0045824
centrosome duplication	Gene Ontology	GO:0051298	1	16	0.176220604715	0.371279937773	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0051298
endosome transport via multivesicular body sorting pathway	Gene Ontology	GO:0032509	1	16	0.176220604715	0.371279937773	ENSMUSG00000038195	http://amigo.geneontology.org/amigo/term/GO:0032509
death receptor binding	Gene Ontology	GO:0005123	1	16	0.176220604715	0.371279937773	ENSMUSG00000059327	http://amigo.geneontology.org/amigo/term/GO:0005123
endothelial cell morphogenesis	Gene Ontology	GO:0001886	1	16	0.176220604715	0.371279937773	ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0001886
regulation of establishment of cell polarity	Gene Ontology	GO:2000114	1	16	0.176220604715	0.371279937773	ENSMUSG00000020319	http://amigo.geneontology.org/amigo/term/GO:2000114
isoprenoid biosynthetic process	Gene Ontology	GO:0008299	1	16	0.176220604715	0.371279937773	ENSMUSG00000059743	http://amigo.geneontology.org/amigo/term/GO:0008299
anterior/posterior pattern specification	Gene Ontology	GO:0009952	3	125	0.177786167345	0.374161767094	ENSMUSG00000025352|ENSMUSG00000040040|ENSMUSG00000028496	http://amigo.geneontology.org/amigo/term/GO:0009952
negative regulation of transcription, DNA-templated	Gene Ontology	GO:0045892	9	545	0.179624984416	0.377611633906	ENSMUSG00000046470|ENSMUSG00000055053|ENSMUSG00000006715|ENSMUSG00000037583|ENSMUSG00000022708|ENSMUSG00000043372|ENSMUSG00000017146|ENSMUSG00000039989|ENSMUSG00000049532	http://amigo.geneontology.org/amigo/term/GO:0045892
SCF ubiquitin ligase complex	Gene Ontology	GO:0019005	2	66	0.180148745084	0.377739272113	ENSMUSG00000023965|ENSMUSG00000035329	http://amigo.geneontology.org/amigo/term/GO:0019005
bicellular tight junction assembly	Gene Ontology	GO:0070830	2	66	0.180148745084	0.377739272113	ENSMUSG00000041378|ENSMUSG00000018569	http://amigo.geneontology.org/amigo/term/GO:0070830
cell differentiation	Gene Ontology	GO:0030154	15	1002	0.181547382761	0.377739272113	ENSMUSG00000046470|ENSMUSG00000023092|ENSMUSG00000026249|ENSMUSG00000097328|ENSMUSG00000032125|ENSMUSG00000036273|ENSMUSG00000054252|ENSMUSG00000059327|ENSMUSG00000073599|ENSMUSG00000038742|ENSMUSG00000026638|ENSMUSG00000039699|ENSMUSG00000030470|ENSMUSG00000036867|ENSMUSG00000031785	http://amigo.geneontology.org/amigo/term/GO:0030154
cell cycle	Gene Ontology	GO:0007049	10	621	0.181633961112	0.377739272113	ENSMUSG00000056214|ENSMUSG00000006715|ENSMUSG00000036928|ENSMUSG00000018983|ENSMUSG00000028926|ENSMUSG00000028680|ENSMUSG00000024137|ENSMUSG00000026389|ENSMUSG00000071350|ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0007049
cell adhesion molecule binding	Gene Ontology	GO:0050839	2	67	0.184222565252	0.377739272113	ENSMUSG00000030830|ENSMUSG00000018569	http://amigo.geneontology.org/amigo/term/GO:0050839
myelination	Gene Ontology	GO:0042552	2	67	0.184222565252	0.377739272113	ENSMUSG00000041378|ENSMUSG00000030760	http://amigo.geneontology.org/amigo/term/GO:0042552
postsynaptic density	Gene Ontology	GO:0014069	6	331	0.185170422408	0.377739272113	ENSMUSG00000030231|ENSMUSG00000017314|ENSMUSG00000032589|ENSMUSG00000096883|ENSMUSG00000026072|ENSMUSG00000035863	http://amigo.geneontology.org/amigo/term/GO:0014069
bicarbonate transport	Gene Ontology	GO:0015701	1	17	0.185564224234	0.377739272113	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0015701
paranode region of axon	Gene Ontology	GO:0033270	1	17	0.185564224234	0.377739272113	ENSMUSG00000041378	http://amigo.geneontology.org/amigo/term/GO:0033270
positive regulation of TORC1 signaling	Gene Ontology	GO:1904263	1	17	0.185564224234	0.377739272113	ENSMUSG00000041658	http://amigo.geneontology.org/amigo/term/GO:1904263
lens morphogenesis in camera-type eye	Gene Ontology	GO:0002089	1	17	0.185564224234	0.377739272113	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0002089
protein localization to synapse	Gene Ontology	GO:0035418	1	17	0.185564224234	0.377739272113	ENSMUSG00000032589	http://amigo.geneontology.org/amigo/term/GO:0035418
negative regulation of toll-like receptor signaling pathway	Gene Ontology	GO:0034122	1	17	0.185564224234	0.377739272113	ENSMUSG00000025017	http://amigo.geneontology.org/amigo/term/GO:0034122
positive regulation of G protein-coupled receptor signaling pathway	Gene Ontology	GO:0045745	1	17	0.185564224234	0.377739272113	ENSMUSG00000057530	http://amigo.geneontology.org/amigo/term/GO:0045745
regulation of DNA methylation	Gene Ontology	GO:0044030	1	17	0.185564224234	0.377739272113	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0044030
platelet alpha granule	Gene Ontology	GO:0031091	1	17	0.185564224234	0.377739272113	ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0031091
positive regulation of brown fat cell differentiation	Gene Ontology	GO:0090336	1	17	0.185564224234	0.377739272113	ENSMUSG00000000134	http://amigo.geneontology.org/amigo/term/GO:0090336
erythrocyte maturation	Gene Ontology	GO:0043249	1	17	0.185564224234	0.377739272113	ENSMUSG00000023216	http://amigo.geneontology.org/amigo/term/GO:0043249
regulation of gene expression by genetic imprinting	Gene Ontology	GO:0006349	1	17	0.185564224234	0.377739272113	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0006349
peptide cross-linking	Gene Ontology	GO:0018149	1	17	0.185564224234	0.377739272113	ENSMUSG00000023216	http://amigo.geneontology.org/amigo/term/GO:0018149
negative regulation of astrocyte differentiation	Gene Ontology	GO:0048712	1	17	0.185564224234	0.377739272113	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0048712
spindle organization	Gene Ontology	GO:0007051	1	17	0.185564224234	0.377739272113	ENSMUSG00000021572	http://amigo.geneontology.org/amigo/term/GO:0007051
sodium-independent organic anion transmembrane transporter activity	Gene Ontology	GO:0015347	1	17	0.185564224234	0.377739272113	ENSMUSG00000030737	http://amigo.geneontology.org/amigo/term/GO:0015347
protein O-linked mannosylation	Gene Ontology	GO:0035269	1	17	0.185564224234	0.377739272113	ENSMUSG00000040434	http://amigo.geneontology.org/amigo/term/GO:0035269
type I interferon signaling pathway	Gene Ontology	GO:0060337	1	17	0.185564224234	0.377739272113	ENSMUSG00000032690	http://amigo.geneontology.org/amigo/term/GO:0060337
response to activity	Gene Ontology	GO:0014823	1	17	0.185564224234	0.377739272113	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0014823
neural precursor cell proliferation	Gene Ontology	GO:0061351	1	17	0.185564224234	0.377739272113	ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0061351
histone H3-K4 methylation	Gene Ontology	GO:0051568	1	17	0.185564224234	0.377739272113	ENSMUSG00000006307	http://amigo.geneontology.org/amigo/term/GO:0051568
RNA catabolic process	Gene Ontology	GO:0006401	1	17	0.185564224234	0.377739272113	ENSMUSG00000032690	http://amigo.geneontology.org/amigo/term/GO:0006401
cilium assembly	Gene Ontology	GO:0060271	4	193	0.185675223607	0.377739272113	ENSMUSG00000038593|ENSMUSG00000038195|ENSMUSG00000040040|ENSMUSG00000020319	http://amigo.geneontology.org/amigo/term/GO:0060271
RNA polymerase II transcription regulator complex	Gene Ontology	GO:0090575	2	68	0.188309640686	0.38153812	ENSMUSG00000018983|ENSMUSG00000004637	http://amigo.geneontology.org/amigo/term/GO:0090575
visual learning	Gene Ontology	GO:0008542	2	68	0.188309640686	0.38153812	ENSMUSG00000036564|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0008542
signaling receptor binding	Gene Ontology	GO:0005102	7	405	0.188778868555	0.38153812	ENSMUSG00000026249|ENSMUSG00000022901|ENSMUSG00000097328|ENSMUSG00000059327|ENSMUSG00000038742|ENSMUSG00000025017|ENSMUSG00000041135	http://amigo.geneontology.org/amigo/term/GO:0005102
negative regulation of cell growth	Gene Ontology	GO:0030308	3	129	0.189127878759	0.38153812	ENSMUSG00000028641|ENSMUSG00000023092|ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0030308
cell migration	Gene Ontology	GO:0016477	5	264	0.191223581937	0.38153812	ENSMUSG00000050357|ENSMUSG00000031785|ENSMUSG00000004508|ENSMUSG00000009621|ENSMUSG00000024232	http://amigo.geneontology.org/amigo/term/GO:0016477
cell cortex	Gene Ontology	GO:0005938	3	130	0.191992113315	0.38153812	ENSMUSG00000056214|ENSMUSG00000066406|ENSMUSG00000056602	http://amigo.geneontology.org/amigo/term/GO:0005938
cellular response to oxidative stress	Gene Ontology	GO:0034599	2	69	0.192409151407	0.38153812	ENSMUSG00000025140|ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0034599
iron ion transport	Gene Ontology	GO:0006826	1	18	0.194802232516	0.38153812	ENSMUSG00000026389	http://amigo.geneontology.org/amigo/term/GO:0006826
positive regulation of triglyceride biosynthetic process	Gene Ontology	GO:0010867	1	18	0.194802232516	0.38153812	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0010867
positive regulation of protein export from nucleus	Gene Ontology	GO:0046827	1	18	0.194802232516	0.38153812	ENSMUSG00000001964	http://amigo.geneontology.org/amigo/term/GO:0046827
positive regulation of cell motility	Gene Ontology	GO:2000147	1	18	0.194802232516	0.38153812	ENSMUSG00000018569	http://amigo.geneontology.org/amigo/term/GO:2000147
phagocytic vesicle membrane	Gene Ontology	GO:0030670	1	18	0.194802232516	0.38153812	ENSMUSG00000029484	http://amigo.geneontology.org/amigo/term/GO:0030670
nuclear import signal receptor activity	Gene Ontology	GO:0061608	1	18	0.194802232516	0.38153812	ENSMUSG00000021929	http://amigo.geneontology.org/amigo/term/GO:0061608
neural tube formation	Gene Ontology	GO:0001841	1	18	0.194802232516	0.38153812	ENSMUSG00000038593	http://amigo.geneontology.org/amigo/term/GO:0001841
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	Gene Ontology	GO:1902236	1	18	0.194802232516	0.38153812	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:1902236
monocarboxylic acid transport	Gene Ontology	GO:0015718	1	18	0.194802232516	0.38153812	ENSMUSG00000044367	http://amigo.geneontology.org/amigo/term/GO:0015718
regulation of protein secretion	Gene Ontology	GO:0050708	1	18	0.194802232516	0.38153812	ENSMUSG00000028641	http://amigo.geneontology.org/amigo/term/GO:0050708
regulation of short-term neuronal synaptic plasticity	Gene Ontology	GO:0048172	1	18	0.194802232516	0.38153812	ENSMUSG00000096883	http://amigo.geneontology.org/amigo/term/GO:0048172
positive regulation of lipid biosynthetic process	Gene Ontology	GO:0046889	1	18	0.194802232516	0.38153812	ENSMUSG00000022708	http://amigo.geneontology.org/amigo/term/GO:0046889
signal transduction by protein phosphorylation	Gene Ontology	GO:0023014	1	18	0.194802232516	0.38153812	ENSMUSG00000030159	http://amigo.geneontology.org/amigo/term/GO:0023014
positive regulation of mast cell degranulation	Gene Ontology	GO:0043306	1	18	0.194802232516	0.38153812	ENSMUSG00000004508	http://amigo.geneontology.org/amigo/term/GO:0043306
positive regulation of CREB transcription factor activity	Gene Ontology	GO:0032793	1	18	0.194802232516	0.38153812	ENSMUSG00000039145	http://amigo.geneontology.org/amigo/term/GO:0032793
3'-UTR-mediated mRNA destabilization	Gene Ontology	GO:0061158	1	18	0.194802232516	0.38153812	ENSMUSG00000000568	http://amigo.geneontology.org/amigo/term/GO:0061158
lipoprotein metabolic process	Gene Ontology	GO:0042157	1	18	0.194802232516	0.38153812	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0042157
drug metabolic process	Gene Ontology	GO:0017144	1	18	0.194802232516	0.38153812	ENSMUSG00000030711	http://amigo.geneontology.org/amigo/term/GO:0017144
heart contraction	Gene Ontology	GO:0060047	1	18	0.194802232516	0.38153812	ENSMUSG00000035458	http://amigo.geneontology.org/amigo/term/GO:0060047
centriole replication	Gene Ontology	GO:0007099	1	18	0.194802232516	0.38153812	ENSMUSG00000021572	http://amigo.geneontology.org/amigo/term/GO:0007099
sodium-independent organic anion transport	Gene Ontology	GO:0043252	1	18	0.194802232516	0.38153812	ENSMUSG00000030737	http://amigo.geneontology.org/amigo/term/GO:0043252
tight junction	Gene Ontology	GO:0070160	1	18	0.194802232516	0.38153812	ENSMUSG00000041378	http://amigo.geneontology.org/amigo/term/GO:0070160
chloride transmembrane transporter activity	Gene Ontology	GO:0015108	1	18	0.194802232516	0.38153812	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0015108
response to reactive oxygen species	Gene Ontology	GO:0000302	1	18	0.194802232516	0.38153812	ENSMUSG00000028680	http://amigo.geneontology.org/amigo/term/GO:0000302
nuclear migration	Gene Ontology	GO:0007097	1	18	0.194802232516	0.38153812	ENSMUSG00000054150	http://amigo.geneontology.org/amigo/term/GO:0007097
alcohol dehydrogenase (NADP+) activity	Gene Ontology	GO:0008106	1	18	0.194802232516	0.38153812	ENSMUSG00000019102	http://amigo.geneontology.org/amigo/term/GO:0008106
SUMO transferase activity	Gene Ontology	GO:0019789	1	18	0.194802232516	0.38153812	ENSMUSG00000039989	http://amigo.geneontology.org/amigo/term/GO:0019789
peptidyl-tyrosine phosphorylation	Gene Ontology	GO:0018108	2	70	0.196520294199	0.383711451625	ENSMUSG00000054252|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0018108
fatty acid biosynthetic process	Gene Ontology	GO:0006633	2	70	0.196520294199	0.383711451625	ENSMUSG00000017146|ENSMUSG00000021786	http://amigo.geneontology.org/amigo/term/GO:0006633
liver development	Gene Ontology	GO:0001889	2	71	0.200642282335	0.388566535547	ENSMUSG00000040040|ENSMUSG00000031722	http://amigo.geneontology.org/amigo/term/GO:0001889
sperm flagellum	Gene Ontology	GO:0036126	2	71	0.200642282335	0.388566535547	ENSMUSG00000040040|ENSMUSG00000019027	http://amigo.geneontology.org/amigo/term/GO:0036126
perinuclear region of cytoplasm	Gene Ontology	GO:0048471	10	638	0.202644756792	0.388566535547	ENSMUSG00000079317|ENSMUSG00000066406|ENSMUSG00000057530|ENSMUSG00000097328|ENSMUSG00000054252|ENSMUSG00000032690|ENSMUSG00000003452|ENSMUSG00000044562|ENSMUSG00000028416|ENSMUSG00000024778	http://amigo.geneontology.org/amigo/term/GO:0048471
small GTPase binding	Gene Ontology	GO:0031267	1	19	0.203935819132	0.388566535547	ENSMUSG00000038195	http://amigo.geneontology.org/amigo/term/GO:0031267
MHC class I protein binding	Gene Ontology	GO:0042288	1	19	0.203935819132	0.388566535547	ENSMUSG00000029408	http://amigo.geneontology.org/amigo/term/GO:0042288
aortic valve morphogenesis	Gene Ontology	GO:0003180	1	19	0.203935819132	0.388566535547	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0003180
L-ascorbic acid binding	Gene Ontology	GO:0031418	1	19	0.203935819132	0.388566535547	ENSMUSG00000028641	http://amigo.geneontology.org/amigo/term/GO:0031418
dorsal/ventral neural tube patterning	Gene Ontology	GO:0021904	1	19	0.203935819132	0.388566535547	ENSMUSG00000038593	http://amigo.geneontology.org/amigo/term/GO:0021904
cytochrome-c oxidase activity	Gene Ontology	GO:0004129	1	19	0.203935819132	0.388566535547	ENSMUSG00000009876	http://amigo.geneontology.org/amigo/term/GO:0004129
nuclear-transcribed mRNA catabolic process	Gene Ontology	GO:0000956	1	19	0.203935819132	0.388566535547	ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:0000956
anion:anion antiporter activity	Gene Ontology	GO:0015301	1	19	0.203935819132	0.388566535547	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0015301
transferase activity, transferring acyl groups other than amino-acyl groups	Gene Ontology	GO:0016747	1	19	0.203935819132	0.388566535547	ENSMUSG00000021786	http://amigo.geneontology.org/amigo/term/GO:0016747
stress granule assembly	Gene Ontology	GO:0034063	1	19	0.203935819132	0.388566535547	ENSMUSG00000003452	http://amigo.geneontology.org/amigo/term/GO:0034063
organic anion transmembrane transporter activity	Gene Ontology	GO:0008514	1	19	0.203935819132	0.388566535547	ENSMUSG00000030737	http://amigo.geneontology.org/amigo/term/GO:0008514
histone H3-K4 trimethylation	Gene Ontology	GO:0080182	1	19	0.203935819132	0.388566535547	ENSMUSG00000006307	http://amigo.geneontology.org/amigo/term/GO:0080182
stress fiber assembly	Gene Ontology	GO:0043149	1	19	0.203935819132	0.388566535547	ENSMUSG00000050530	http://amigo.geneontology.org/amigo/term/GO:0043149
chondrocyte development	Gene Ontology	GO:0002063	1	19	0.203935819132	0.388566535547	ENSMUSG00000034612	http://amigo.geneontology.org/amigo/term/GO:0002063
response to axon injury	Gene Ontology	GO:0048678	1	19	0.203935819132	0.388566535547	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0048678
digestive tract morphogenesis	Gene Ontology	GO:0048546	1	19	0.203935819132	0.388566535547	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0048546
mRNA cleavage and polyadenylation specificity factor complex	Gene Ontology	GO:0005847	1	19	0.203935819132	0.388566535547	ENSMUSG00000075600	http://amigo.geneontology.org/amigo/term/GO:0005847
